iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SWZ,Africa,Eswatini,2021-10-03,46047.0,42.0,39.571,1224.0,0.0,1.714,39276.883,35.825,33.753,1044.04,0.0,1.462,0.53,,,,,,,,,,,,,,,,,,248985.0,217532.0,210432.0,,,1348.0,21.24,18.55,17.95,,1150.0,59.26,1172369.0,79.492,21.5,3.163,1.845,7738.975,,333.436,3.94,1.7,16.5,24.097,2.1,60.19,0.611,,,,
ETH,Africa,Ethiopia,2021-10-03,348669.0,697.0,993.571,5722.0,47.0,45.857,2957.925,5.913,8.429,48.542,0.399,0.389,0.86,,,,,,,,,4422.0,3446676.0,29.24,0.038,8144.0,0.069,0.151,6.6,tests performed,3740160.0,2868247.0,871913.0,,11494.0,29262.0,3.17,2.43,0.74,,248.0,43.52,117876226.0,104.957,19.8,3.526,2.063,1729.927,26.7,182.634,7.47,0.4,8.5,7.96,0.3,66.6,0.485,,,,
OWID_EUR,,Europe,2021-10-03,59809643.0,109752.0,130860.714,1233484.0,1550.0,1910.571,79986.428,146.777,175.007,1649.6,2.073,2.555,,,,,,,,,,,,,,,,,,,803940411.0,425392754.0,392471562.0,4420251.0,321852.0,1582641.0,107.51,56.89,52.49,0.59,2117.0,,747747396.0,,,,,,,,,,,,,,,,,,
OWID_EUN,,European Union,2021-10-03,38063799.0,36710.0,50222.429,772783.0,375.0,613.143,85117.749,82.09,112.307,1728.087,0.839,1.371,,,,,,,,,,,,,,,,,,,568373825.0,301092267.0,281777659.0,2965463.0,147255.0,1053574.0,127.1,67.33,63.01,0.66,2356.0,,447189915.0,,,,,,,,,,,,,,,,,,
FRO,Europe,Faeroe Islands,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74618.0,38288.0,36330.0,,162.0,102.0,152.12,78.05,74.06,,2079.0,13.89,49053.0,35.308,,,,,,,,,,,,80.67,,,,,
FJI,Oceania,Fiji,2021-10-03,51202.0,34.0,63.857,633.0,1.0,6.143,56708.447,37.656,70.725,701.075,1.108,6.803,0.67,,,,,,,,,,,,,,,,,,1017195.0,591293.0,425902.0,,,5990.0,112.66,65.49,47.17,,6634.0,,902899.0,49.562,28.6,6.224,3.284,8702.975,1.4,412.82,14.49,10.2,34.8,,2.3,67.44,0.743,,,,
FIN,Europe,Finland,2021-10-03,142114.0,0.0,387.0,1078.0,0.0,1.286,25613.69,0.0,69.75,194.292,0.0,0.232,1.09,21.0,3.785,104.0,18.744,,,,,5874.0,7081724.0,1276.363,1.059,9540.0,1.719,0.044,22.5,tests performed,7660644.0,4144322.0,3516322.0,,48460.0,24349.0,138.07,74.69,63.38,,4389.0,24.07,5548361.0,18.136,42.8,21.228,13.264,40585.721,,153.507,5.76,18.3,22.6,,3.28,81.91,0.938,,,,
FRA,Europe,France,2021-10-03,7120214.0,3799.0,4943.857,117595.0,17.0,59.0,105384.34,56.228,73.173,1740.491,0.252,0.873,0.77,1577.0,23.341,7994.0,118.317,511.849,7.576,1950.043,28.862,572662.0,,,8.476,491255.0,7.271,0.012,83.3,people tested,94771408.0,50285691.0,44408729.0,1111698.0,188539.0,158201.0,140.27,74.43,65.73,1.65,2341.0,66.67,67564251.0,122.578,42.0,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,,,,
PYF,Oceania,French Polynesia,2021-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290776.0,152157.0,138619.0,,,1228.0,102.92,53.85,49.06,,4346.0,,282534.0,77.324,32.7,7.775,4.593,,,,22.63,,,,,77.66,,,,,
GAB,Africa,Gabon,2021-10-03,30648.0,0.0,217.429,190.0,0.0,1.714,13449.013,0.0,95.412,83.376,0.0,0.752,1.53,,,,,,,,,40115.0,1188832.0,521.685,17.603,8405.0,3.688,0.013,74.6,samples tested,180320.0,102256.0,78064.0,,,366.0,7.91,4.49,3.43,,161.0,61.11,2278829.0,7.859,23.1,4.45,2.976,16562.413,3.4,259.967,7.2,,,,6.3,66.47,0.703,,,,
GMB,Africa,Gambia,2021-10-03,9935.0,0.0,0.714,338.0,0.0,0.429,3994.874,0.0,0.287,135.91,0.0,0.172,0.68,,,,,,,,,,109898.0,44.19,,319.0,0.128,0.02,50.7,samples tested,208379.0,184817.0,171987.0,,,148.0,8.38,7.43,6.92,,60.0,13.89,2486937.0,207.566,17.5,2.339,1.417,1561.767,10.1,331.43,1.91,0.7,31.2,7.876,1.1,62.05,0.496,,,,
GEO,Asia,Georgia,2021-10-03,617753.0,1164.0,1608.714,9038.0,33.0,31.571,155223.175,292.479,404.223,2270.984,8.292,7.933,0.89,,,,,,,,,,8900000.0,2236.308,,28571.0,7.179,0.053,18.9,tests performed,1818258.0,989294.0,828964.0,,4579.0,9829.0,45.69,24.86,20.83,,2470.0,47.22,3979773.0,65.032,38.7,14.864,10.244,9745.079,4.2,496.218,7.11,5.3,55.5,,2.6,73.77,0.812,,,,
DEU,Europe,Germany,2021-10-03,4260494.0,4951.0,8027.714,93798.0,7.0,55.571,50780.335,59.01,95.681,1117.968,0.083,0.662,0.95,1427.0,17.008,,,,,,,,74240045.0,884.859,,134487.0,1.603,0.064,15.6,tests performed,108055827.0,56681808.0,53771418.0,797972.0,12741.0,138533.0,128.79,67.56,64.09,0.95,1651.0,56.48,83900471.0,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8.0,81.33,0.947,,,,
GHA,Africa,Ghana,2021-10-03,127482.0,0.0,123.0,1156.0,0.0,1.429,4017.443,0.0,3.876,36.43,0.0,0.045,1.03,,,,,,,,,,,,,,,,,,1623582.0,865422.0,758160.0,,,5590.0,5.12,2.73,2.39,,176.0,,31732128.0,126.719,21.1,3.385,1.948,4227.63,12.0,298.245,4.97,0.3,7.7,41.047,0.9,64.07,0.611,,,,
GIB,Europe,Gibraltar,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79587.0,39952.0,39630.0,5.0,18.0,16.0,236.23,118.58,117.63,0.01,475.0,,33691.0,3457.1,,,,,,,,,,,,79.93,,,,,
GRC,Europe,Greece,2021-10-03,661308.0,1142.0,2191.286,14920.0,31.0,34.429,63766.67,110.117,211.295,1438.662,2.989,3.32,0.97,,,,,119.976,11.569,,,150433.0,20138773.0,1941.883,14.506,196050.0,18.904,0.011,94.0,samples tested,12180755.0,6458578.0,6160145.0,,390.0,19851.0,117.45,62.28,59.4,,1914.0,,10370747.0,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52.0,,4.21,82.24,0.888,,,,
GRL,North America,Greenland,2021-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76081.0,39900.0,36181.0,,,109.0,133.79,70.16,63.62,,1917.0,,56868.0,0.137,,,,,,199.941,2.16,,,,,71.7,,,,,
GRD,North America,Grenada,2021-10-03,5351.0,57.0,61.286,157.0,3.0,5.286,47347.697,504.358,542.279,1389.196,26.545,46.77,0.55,,,,,,,,,,,,,,,,,,58985.0,34535.0,24450.0,,,475.0,52.19,30.56,21.63,,4203.0,,113015.0,317.132,29.4,7.304,5.021,13593.877,,243.964,10.71,,,,3.7,72.4,0.779,,,,
GTM,North America,Guatemala,2021-10-03,566250.0,684.0,2384.286,13730.0,30.0,50.714,31027.622,37.48,130.647,752.334,1.644,2.779,0.97,,,,,,,,,,,,,,,,,,7100558.0,4576144.0,2524414.0,,42718.0,63929.0,38.91,25.07,13.83,,3503.0,66.2,18249868.0,157.834,22.9,4.694,3.016,7423.808,8.7,155.898,10.18,,,76.665,0.6,74.3,0.663,,,,
GGY,Europe,Guernsey,2021-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101986.0,,,,,44.0,152.1,,,,656.0,,67052.0,,,,,,,,,,,,,,,,,,
GIN,Africa,Guinea,2021-10-03,30434.0,0.0,10.286,379.0,0.0,0.286,2254.832,0.0,0.762,28.08,0.0,0.021,0.87,,,,,,,,,,,,,,,,,,1806301.0,1227490.0,578811.0,,18963.0,17909.0,13.38,9.09,4.29,,1327.0,60.19,13497237.0,51.755,19.0,3.135,1.733,1998.926,35.3,336.717,2.42,,,17.45,0.3,61.6,0.477,,,,
GNB,Africa,Guinea-Bissau,2021-10-03,6112.0,2.0,1.857,135.0,0.0,0.0,3032.513,0.992,0.921,66.981,0.0,0.0,0.54,,,,,,,,,,,,,,,,,,94715.0,87231.0,7484.0,,,2228.0,4.7,4.33,0.37,,1105.0,,2015490.0,66.191,19.4,3.002,1.565,1548.675,67.1,382.474,2.42,,,6.403,,58.32,0.48,,,,
GUY,South America,Guyana,2021-10-03,32483.0,186.0,190.714,799.0,3.0,5.286,41100.605,235.345,241.31,1010.971,3.796,6.688,1.09,,,,,,,,,,,,,,,,,,543180.0,357208.0,185972.0,,,1724.0,68.73,45.2,23.53,,2181.0,65.74,790329.0,3.952,26.3,5.305,2.837,7435.047,,373.159,11.62,,,77.159,1.6,69.91,0.682,,,,
HTI,North America,Haiti,2021-10-03,21916.0,0.0,61.429,611.0,0.0,0.571,1898.857,0.0,5.322,52.939,0.0,0.05,1.11,,,,,,,,,,,,,,,,,,70003.0,49201.0,21143.0,,,739.0,0.61,0.43,0.18,,64.0,64.81,11541683.0,398.448,24.3,4.8,2.954,1653.173,23.5,430.548,6.65,2.9,23.1,22.863,0.7,64.0,0.51,,,,
HND,North America,Honduras,2021-10-03,367275.0,0.0,608.286,9854.0,0.0,25.0,36497.587,0.0,60.448,979.231,0.0,2.484,1.0,,,,,,,,,,,,,,,,,,5761882.0,3331191.0,2431066.0,,,80830.0,57.26,33.1,24.16,,8032.0,,10062994.0,82.805,24.9,4.652,2.883,4541.795,16.0,240.208,7.21,2.0,,84.169,0.7,75.27,0.634,,,,
HKG,Asia,Hong Kong,2021-10-03,12226.0,0.0,4.714,213.0,0.0,0.0,1618.737,0.0,0.624,28.201,0.0,0.0,,,,,,,,,,,25235157.0,3341.166,,58029.0,7.683,0.0,25000.0,tests performed,8727749.0,4507022.0,4220727.0,,12749.0,21942.0,115.56,59.67,55.88,,2905.0,,7552800.0,7039.714,44.8,16.303,10.158,56054.92,,,8.33,,,,,84.86,0.949,,,,
HUN,Europe,Hungary,2021-10-03,823384.0,0.0,472.286,30199.0,0.0,6.857,85465.036,0.0,49.022,3134.575,0.0,0.712,1.26,,,438.0,45.463,,,,,18313.0,6481943.0,672.808,1.901,12670.0,1.315,0.036,27.7,tests performed,12111107.0,5891228.0,5651539.0,784000.0,,24880.0,125.71,61.15,58.66,8.14,2582.0,,9634162.0,108.043,43.4,18.577,11.976,26777.561,0.5,278.296,7.55,26.8,34.8,,7.02,76.88,0.854,,,,
ISL,Europe,Iceland,2021-10-03,11839.0,0.0,29.571,33.0,0.0,0.0,34479.846,0.0,86.124,96.109,0.0,0.0,0.95,,,9.0,26.212,2.829,8.239,3.772,10.985,1697.0,635931.0,1852.082,4.942,1425.0,4.15,,,tests performed,554603.0,281734.0,276522.0,50626.0,,499.0,161.52,82.05,80.53,14.74,1453.0,41.67,343360.0,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,,,,
IND,Asia,India,2021-10-03,33834702.0,20799.0,22273.714,448997.0,180.0,257.571,24281.96,14.927,15.985,322.229,0.129,0.185,0.86,,,,,,,,,1506254.0,568956439.0,408.32,1.081,1512775.0,1.086,0.017,60.6,samples tested,906155473.0,659744381.0,246411092.0,,5151203.0,7194818.0,65.03,47.35,17.68,,5163.0,,1393409033.0,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66,0.645,,,,
IDN,Asia,Indonesia,2021-10-03,4219284.0,1142.0,1610.143,142173.0,58.0,100.857,15267.248,4.132,5.826,514.445,0.21,0.365,0.63,,,,,,,,,172973.0,25411647.0,91.951,0.626,168795.0,0.611,0.015,68.5,people tested,146456498.0,93780446.0,52676052.0,,1073438.0,1749884.0,52.99,33.93,19.06,,6332.0,68.98,276361788.0,145.725,29.3,5.319,3.053,11188.744,5.7,342.864,6.32,2.8,76.1,64.204,1.04,71.72,0.718,,,,
OWID_INT,,International,2021-10-03,721.0,0.0,0.0,15.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRN,Asia,Iran,2021-10-03,5624128.0,12428.0,12944.0,121109.0,229.0,249.857,66143.832,146.162,152.231,1424.33,2.693,2.939,0.8,,,,,,,,,109306.0,32196441.0,378.654,1.286,108408.0,1.275,0.127,7.9,tests performed,51950783.0,36303822.0,15646961.0,,,1225502.0,61.1,42.7,18.4,,14413.0,48.15,85028760.0,49.831,32.4,5.44,3.182,19082.62,0.2,270.308,9.59,0.8,21.1,,1.5,76.68,0.783,,,,
IRQ,Asia,Iraq,2021-10-03,2009678.0,2451.0,2273.0,22365.0,21.0,36.429,48803.052,59.52,55.198,543.112,0.51,0.885,0.75,,,,,,,,,20499.0,15211577.0,369.398,0.498,19505.0,0.474,0.117,8.6,samples tested,7608508.0,4676216.0,2932292.0,,,59845.0,18.48,11.36,7.12,,1453.0,75.93,41179351.0,88.125,20.0,3.186,1.957,15663.986,2.5,218.612,8.83,,,94.576,1.4,70.6,0.674,,,,
IRL,Europe,Ireland,2021-10-03,393626.0,1051.0,1278.429,5249.0,0.0,5.714,78995.301,210.921,256.563,1053.402,0.0,1.147,0.98,65.0,13.045,296.0,59.403,22.082,4.432,182.677,36.661,19787.0,7451653.0,1495.444,3.971,21238.0,4.262,0.059,16.8,tests performed,7235841.0,3776684.0,3694910.0,,6988.0,5812.0,145.21,75.79,74.15,,1166.0,33.33,4982904.0,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23.0,25.7,,2.96,82.3,0.955,,,,
IMN,Europe,Isle of Man,2021-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129400.0,65475.0,63925.0,,1.0,13.0,151.5,76.66,74.84,,152.0,,85410.0,147.872,,,,,,,,,,,,81.4,,,,,
ISR,Asia,Israel,2021-10-03,1290129.0,2152.0,3417.571,7821.0,43.0,20.857,146776.095,244.83,388.812,889.784,4.892,2.373,0.68,252.0,28.67,961.0,109.332,378.0,43.005,771.0,87.716,82345.0,27184673.0,3092.761,9.368,99385.0,11.307,0.04,25.2,tests performed,15336806.0,6139941.0,5654516.0,3542349.0,88155.0,55843.0,174.48,69.85,64.33,40.3,6353.0,56.48,8789776.0,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,,,,
ITA,Europe,Italy,2021-10-03,4682034.0,2967.0,3102.857,131031.0,33.0,47.714,77558.889,49.149,51.399,2170.556,0.547,0.79,0.88,483.0,8.001,3918.0,64.903,,,928.162,15.375,308836.0,92465642.0,1531.713,5.116,283970.0,4.704,0.011,88.8,tests performed,85190263.0,45373424.0,41197294.0,96517.0,71321.0,167400.0,141.12,75.16,68.24,0.16,2773.0,68.98,60367471.0,205.859,47.9,23.021,16.24,35220.084,2.0,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,,,,
JAM,North America,Jamaica,2021-10-03,84701.0,284.0,274.714,1909.0,25.0,10.714,28485.651,95.512,92.389,642.013,8.408,3.603,0.81,,,,,,,,,1367.0,600465.0,201.941,0.46,1431.0,0.481,0.252,4.0,samples tested,788984.0,537510.0,280843.0,,12598.0,9145.0,26.53,18.08,9.44,,3076.0,88.89,2973462.0,266.879,31.4,9.684,6.39,8193.571,,206.537,11.28,5.3,28.6,66.425,1.7,74.47,0.734,,,,
JPN,Asia,Japan,2021-10-03,1705919.0,961.0,1442.143,17747.0,17.0,35.857,13533.584,7.624,11.441,140.792,0.135,0.284,0.45,,,,,,,,,84946.0,23668615.0,187.77,0.674,72657.0,0.576,0.03,33.1,people tested,167449378.0,90287343.0,77162035.0,,1120794.0,1136371.0,132.84,71.63,61.22,,9015.0,47.22,126050796.0,347.778,48.2,27.049,18.493,39002.223,,79.37,5.72,11.2,33.7,,13.05,84.63,0.919,,,,
JEY,Europe,Jersey,2021-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153196.0,77168.0,74026.0,,,329.0,151.57,76.35,73.24,,3255.0,,101073.0,,,,,,,,,,,,,,,,,,
JOR,Asia,Jordan,2021-10-03,826282.0,1037.0,928.429,10742.0,6.0,8.857,80463.553,100.983,90.411,1046.059,0.584,0.863,1.06,,,,,,,,,31384.0,10074026.0,981.011,3.056,26190.0,2.55,0.035,28.9,tests performed,7037813.0,3729142.0,3308671.0,,18288.0,16805.0,68.53,36.31,32.22,,1636.0,57.41,10269022.0,109.285,23.2,3.81,2.361,8337.49,0.1,208.257,11.75,,,,1.4,74.53,0.729,,,,
KAZ,Asia,Kazakhstan,2021-10-03,968975.0,1763.0,2097.143,15907.0,0.0,57.714,51012.221,92.814,110.405,837.433,0.0,3.038,0.8,,,,,,,,,,,,,,,,,,14362693.0,7703478.0,6659215.0,,43126.0,65828.0,75.61,40.56,35.06,,3466.0,79.17,18994958.0,6.681,30.6,6.991,4.625,24055.588,0.1,466.792,7.11,7.0,43.1,98.999,6.7,73.6,0.825,,,,
KEN,Africa,Kenya,2021-10-03,250114.0,91.0,236.143,5140.0,9.0,5.429,4548.71,1.655,4.295,93.479,0.164,0.099,0.76,,,,,,,,,,,,,,,,,,3874083.0,2944584.0,929499.0,,13303.0,37247.0,7.05,5.36,1.69,,677.0,56.94,54985702.0,87.324,20.0,2.686,1.528,2993.028,36.8,218.637,2.92,1.2,20.4,24.651,1.4,66.7,0.601,,,,
KIR,Oceania,Kiribati,2021-10-03,2.0,0.0,0.0,,,0.0,16.476,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,36332.0,29429.0,6903.0,,,357.0,29.93,24.24,5.69,,2941.0,37.5,121388.0,143.701,23.2,3.895,2.21,1981.132,,434.657,22.66,35.9,58.9,,1.9,68.37,0.63,,,,
OWID_KOS,Europe,Kosovo,2021-10-03,160193.0,23.0,46.143,2961.0,2.0,3.571,90230.362,12.955,25.99,1667.814,1.127,2.012,0.37,,,,,,,,,3380.0,1200033.0,620.886,1.749,3765.0,1.948,0.02,48.9,tests performed,1343656.0,802225.0,541431.0,,14831.0,14530.0,75.68,45.19,30.5,,8184.0,52.78,1775378.0,168.155,,,,9795.834,0.6,,,,,,,,,,,,
KWT,Asia,Kuwait,2021-10-03,411803.0,72.0,45.571,2452.0,1.0,0.857,95136.412,16.634,10.528,566.471,0.231,0.198,0.84,,,,,,,,,16506.0,4232071.0,977.71,3.813,17923.0,4.141,0.002,434.1,tests performed,,,,,,,,,,,,40.74,4328553.0,232.128,33.7,2.345,1.114,65530.537,,132.235,15.84,2.7,37.0,,2.0,75.49,0.806,,,,
KGZ,Asia,Kyrgyzstan,2021-10-03,178740.0,60.0,68.857,2607.0,0.0,1.0,26965.999,9.052,10.388,393.311,0.0,0.151,0.82,,,,,,,,,,,,,,,,,,1471891.0,837915.0,633059.0,,3584.0,8564.0,22.21,12.64,9.55,,1292.0,,6628347.0,32.333,26.3,4.489,2.882,3393.474,1.4,436.362,7.11,3.6,50.5,89.22,4.5,71.45,0.697,,,,
LAO,Asia,Laos,2021-10-03,25217.0,301.0,485.429,22.0,1.0,0.857,3417.235,40.789,65.782,2.981,0.136,0.116,1.23,,,,,,,,,,557950.0,75.61,,5284.0,0.716,0.096,10.5,people tested,,2983763.0,2080368.0,,,,,40.43,28.19,,,79.17,7379358.0,29.715,24.4,4.029,2.322,6397.36,22.7,368.111,4.0,7.3,51.2,49.839,1.5,67.92,0.613,,,,
LVA,Europe,Latvia,2021-10-03,161641.0,1033.0,979.286,2741.0,10.0,8.143,86580.993,553.314,524.542,1468.183,5.356,4.362,1.36,,,340.0,182.117,87.099,46.654,335.675,179.8,,,,,,,,,,1657357.0,933434.0,862114.0,,1334.0,5643.0,88.77,50.0,46.18,,3023.0,37.96,1866934.0,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51.0,,5.57,75.29,0.866,,,,
LBN,Asia,Lebanon,2021-10-03,625974.0,529.0,534.143,8348.0,7.0,8.857,92474.522,78.149,78.908,1233.242,1.034,1.308,0.84,,,,,,,,,,,,,,,,,,2934734.0,1620958.0,1313776.0,,9552.0,16916.0,43.35,23.95,19.41,,2499.0,25.0,6769151.0,594.561,31.1,8.514,5.43,13367.565,,266.591,12.71,26.9,40.7,,2.9,78.93,0.744,,,,
LSO,Africa,Lesotho,2021-10-03,21360.0,22.0,995.0,650.0,16.0,35.286,9893.162,10.19,460.847,301.056,7.411,16.343,0.1,,,,,,,,,,,,,,,,,,359980.0,324686.0,316384.0,,,3003.0,16.67,15.04,14.65,,1391.0,49.07,2159067.0,73.562,22.2,4.506,2.647,2851.153,59.6,405.126,3.94,0.4,53.9,2.117,,54.33,0.527,,,,
LBR,Africa,Liberia,2021-10-03,5799.0,0.0,1.0,286.0,0.0,0.429,1119.453,0.0,0.193,55.21,0.0,0.083,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.44,5180208.0,49.127,19.2,3.057,1.756,752.788,38.6,272.509,2.42,1.5,18.1,1.188,0.8,64.1,0.48,,,,
LBY,Africa,Libya,2021-10-03,341839.0,748.0,694.143,4686.0,22.0,11.429,49125.118,107.494,99.754,673.417,3.162,1.642,0.8,,,,,,,,,4702.0,,,0.676,,,,,samples tested,1637401.0,1401958.0,235443.0,,,12919.0,23.53,20.15,3.38,,1857.0,51.85,6958538.0,3.623,29.0,4.424,2.816,17881.509,,341.862,10.43,,,,3.7,72.91,0.724,,,,
LIE,Europe,Liechtenstein,2021-10-03,3450.0,1.0,1.571,60.0,0.0,0.0,90186.647,26.141,41.079,1568.463,0.0,0.0,0.53,,,,,,,1.975,51.617,133.0,67605.0,1767.266,3.477,203.0,5.307,0.009,111.1,tests performed,46889.0,24563.0,22935.0,,0.0,25.0,122.57,64.21,59.95,,654.0,36.11,38254.0,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,,,,
LTU,Europe,Lithuania,2021-10-03,337416.0,1615.0,1687.143,5063.0,22.0,21.429,125439.892,600.403,627.223,1882.253,8.179,7.966,1.19,,,888.0,330.128,78.941,29.348,420.699,156.402,23853.0,5119726.0,1903.342,8.868,22309.0,8.294,0.069,14.5,tests performed,3234415.0,1752250.0,1620623.0,30123.0,428.0,5829.0,120.24,65.14,60.25,1.12,2167.0,30.09,2689862.0,45.135,43.5,19.002,13.778,29524.265,0.7,342.989,3.67,21.3,38.0,,6.56,75.93,0.882,,,,
LUX,Europe,Luxembourg,2021-10-03,78326.0,0.0,80.571,835.0,0.0,0.0,123384.172,0.0,126.921,1315.346,0.0,0.0,1.02,8.0,12.602,20.0,31.505,,,12.167,19.166,2541.0,3521182.0,5546.793,4.003,2052.0,3.232,0.04,24.9,tests performed,784482.0,417935.0,,617.0,82.0,703.0,123.58,65.84,,0.1,1107.0,34.26,634814.0,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26.0,,4.51,82.25,0.916,,,,
MAC,Asia,Macao,2021-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684611.0,372726.0,313997.0,,4622.0,3300.0,103.98,56.61,47.69,,5012.0,62.04,658391.0,20546.766,39.2,9.798,4.991,104861.851,,,,,,,,84.24,,,,,
MDG,Africa,Madagascar,2021-10-03,42898.0,0.0,0.0,958.0,0.0,0.0,1509.041,0.0,0.0,33.7,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,381633.0,197001.0,184632.0,,,7039.0,1.34,0.69,0.65,,248.0,46.3,28427333.0,43.951,19.6,2.929,1.686,1416.44,77.6,405.994,3.94,,,50.54,0.2,67.04,0.528,,,,
MWI,Africa,Malawi,2021-10-03,61612.0,3.0,14.714,2284.0,1.0,1.143,3135.841,0.153,0.749,116.248,0.051,0.058,0.65,,,,,,,,,,,,,,,,,,1068095.0,823582.0,499844.0,,1877.0,5431.0,5.44,4.19,2.54,,276.0,31.48,19647681.0,197.519,18.1,2.979,1.783,1095.042,71.4,227.349,3.94,4.4,24.7,8.704,1.3,64.26,0.483,,,,
MYS,Asia,Malaysia,2021-10-03,2277565.0,9066.0,11332.857,26683.0,118.0,178.0,69488.389,276.603,345.765,814.097,3.6,5.431,0.85,,,,,,,,,,,,,,,,,,44352079.0,23834064.0,20621994.0,,206574.0,282317.0,135.32,72.72,62.92,,8613.0,,32776195.0,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1.0,42.4,,1.9,76.16,0.81,,,,
MDV,Asia,Maldives,2021-10-03,84971.0,0.0,87.0,231.0,0.0,0.0,156305.875,0.0,160.038,424.929,0.0,0.0,0.95,,,,,,,,,4160.0,1519923.0,2795.929,7.652,4184.0,7.697,0.024,41.7,samples tested,733220.0,392490.0,340730.0,,1283.0,794.0,134.88,72.2,62.68,,1461.0,,543620.0,1454.433,30.6,4.12,2.875,15183.616,,164.905,9.19,2.1,55.0,95.803,,78.92,0.74,,,,
MLI,Africa,Mali,2021-10-03,15287.0,9.0,17.714,549.0,0.0,0.286,732.988,0.432,0.849,26.324,0.0,0.014,1.16,,,,,,,,,,,,,,,,,,413563.0,318655.0,240321.0,,,1833.0,1.98,1.53,1.15,,88.0,,20855724.0,15.196,16.4,2.519,1.486,2014.306,,268.024,2.42,1.6,23.0,52.232,0.1,59.31,0.434,,,,
MLT,Europe,Malta,2021-10-03,37197.0,10.0,15.286,459.0,0.0,0.286,72288.384,19.434,29.706,892.017,0.0,0.555,0.72,,,,,,,6.0,11.66,2751.0,1285965.0,2499.135,5.346,2758.0,5.36,0.005,216.6,tests performed,818593.0,420499.0,420429.0,8171.0,1826.0,824.0,159.08,81.72,81.71,1.59,1601.0,43.52,514564.0,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,,,,
MHL,Oceania,Marshall Islands,2021-10-03,4.0,0.0,0.0,,,0.0,67.094,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59618.0,295.15,,,,3819.202,,557.793,30.53,,,82.502,2.7,73.7,0.704,,,,
MRT,Africa,Mauritania,2021-10-03,36163.0,49.0,43.429,778.0,1.0,1.429,7573.229,10.262,9.095,162.928,0.209,0.299,0.69,,,,,,,,,,,,,,,,,,1118158.0,,569587.0,,,65422.0,23.42,,11.93,,13701.0,42.59,4775110.0,4.289,20.3,3.138,1.792,3597.633,6.0,232.347,2.42,,,15.95,,64.92,0.546,,,,
